"id","word","parent","year","type","word_type"
"cane sugar","cane sugar","cane","1766","1","noun"
"brassbound","brassbound","brassbound","1767","1","adjective"
"broadcast[1]","broadcast","broadcast","1767","1","adjective"
"baronial","baronial","baronial","1767","1","adjective"
"cactus","cactus","Cactus","1767","1","noun"
"carafe","carafe","carafe","1767","1","noun"
"aboriginal[2]","aboriginal","aboriginal","1767","1","noun"
"Afghan","Afghan","afghani","1767","1","noun"
"arithmetic mean","arithmetic mean","arithmetic","1767","1","noun"
"Afghan","Afghan","Afghan","1767","1","noun"
"cactus","cactus","cacti","1767","1","noun"
"bunt[3]","bunt","bunt","1767","1","noun"
"botanize","botanize","botanizer","1767","1","verb"
"botanize","botanize","botanize","1767","1","verb"
"groves of academe","groves of academe","academe","1768","1",""
"biddable","biddable","biddably","1768","3","adjective"
"half-bound","half-bound","bound","1768","1","adjective"
"biddable","biddable","biddable","1768","3","adjective"
"appellate","appellate","appellate","1768","1","adjective"
"altimeter","altimeter","altimetry","1768","1","noun"
"angina pectoris","angina pectoris","angina","1768","1","noun"
"appointee","appointee","appointee","1768","1","noun"
"birdie[1]","birdie","birdie","1768","1","noun"
"barnacle goose","barnacle goose","barnacle","1768","1","noun"
"altimeter","altimeter","altimeter","1768","1","noun"
"alderwoman","alderwoman","alderwoman","1768","1","noun"
"acquirer","acquirer","acquirer","1768","1","noun"
"axolotl","axolotl","axolotl","1768","3","noun"
"anaconda","anaconda","anaconda","1768","1","noun"
"boulevard","boulevard","boulevard","1768","1","noun"
"attorney-at-law","attorney-at-law","attorney","1768","1","noun"
"background[2]","background","background","1768","1","verb"
"bore[6]","bore","boring","1768","1","verb"
"bore[6]","bore","bore","1768","1","verb"
"bail[6]","bail","bail","1768","1","verb"
"Angevin","Angevin","Angevin","1769","1","adjective"
"anal[1]","anal","anally","1769","1","adjective"
"clinker-built","clinker-built","built","1769","1","adjective"
"avid","avid","avidly","1769","1","adjective"
"anal[1]","anal","anal","1769","1","adjective"
"acidulous","acidulous","acidulous","1769","1","adjective"
"avid","avid","avid","1769","1","adjective"
"Betelgeuse","Betelgeuse","Betelgeuse","1769","1","noun"
"battlefield","battlefield","battlefield","1769","1","noun"
"becket","becket","becket","1769","3","noun"
"benne","benne","bene","1769","1","noun"
"cabriole","cabriole","cabriole","1769","3","noun"
"bumboat","bumboat","bumboat","1769","1","noun"
"anhinga","anhinga","anhinga","1769","1","noun"
"bee[3]","bee","bees","1769","1","noun"
"sea anchor","sea anchor","anchor","1769","1","noun"
"benne","benne","benne","1769","1","noun"
"Arawak","Arawak","Arawak","1769","1","noun"
"canebrake","canebrake","canebrake","1769","1","noun"
"accommodation ladder","accommodation ladder","accommodation","1769","1","noun"
"breakwater","breakwater","breakwater","1769","3","noun"
"blenny","blenny","blenny","1769","1","noun"
"breakage","breakage","breakage","1769","1","noun"
"caducity","caducity","caducity","1769","1","noun"
"bee[3]","bee","Bee","1769","1","noun"
"bitt[2]","bitt","bitted","1769","1","verb"
"bitt[2]","bitt","bitt","1769","1","verb"
"average[3]","average","average","1769","1","verb"
"blackguard[2]","blackguard","blackguard","1769","1","verb"
"calorific","calorific","calorific","1770","1","adjective"
"average[2]","average","averagely","1770","1","adjective"
"average[2]","average","average","1770","1","adjective"
"cabbage palm","cabbage palm","cabbage","1770","1","noun"
"bonbon","bonbon","bonbon","1770","1","noun"
"barracouta","barracouta","barracouta","1770","1","noun"
"buggy[2]","buggy","buggy","1770","1","noun"
"bract","bract","bract","1770","1","noun"
"small capital","small capital","capital","1770","1","noun"
"bract","bract","bracted","1770","1","noun"
"barracouta","barracouta","barracuda","1770","1","noun"
"amboyna","amboyna","Amboina","1770","1","noun"
"bract","bract","bracteate","1770","1","noun"
"afterpiece","afterpiece","afterpiece","1770","1","noun"
"bract","bract","bracteal","1770","1","noun"
"Cambodian","Cambodian","Cambodian","1770","1","noun"
"cabriolet","cabriolet","cabriolet","1770","1","noun"
"blackball[1]","blackball","blackball","1770","1","verb"
"antiquarian[2]","antiquarian","antiquarianism","1771","1","adjective"
"antiquarian[2]","antiquarian","antiquarian","1771","1","adjective"
"autobiography","autobiography","autobiography","1771","1","noun"
"Gregorian calendar","Gregorian calendar","calendar","1771","3","noun"
"autobiography","autobiography","autobiographic","1771","1","noun"
"amenorrhea","amenorrhea","amenorrheic","1771","3","noun"
"femoral artery","femoral artery","artery","1771","3","noun"
"augment[2]","augment","augment","1771","3","noun"
"autobiography","autobiography","autobiographer","1771","1","noun"
"balance sheet","balance sheet","balance","1771","3","noun"
"Ab","Ab","Ab","1771","3","noun"
"aphis","aphis","Aphis","1771","1","noun"
"bass clef","bass clef","bass","1771","3","noun"
"half boot","half boot","boots","1771","1","noun"
"autobiography","autobiography","autobiographical","1771","1","noun"
"snow bunting","snow bunting","bunting","1771","1","noun"
"breadwinner","breadwinner","breadwinning","1771","1","noun"
"avalanche[1]","avalanche","avalanche","1771","1","noun"
"autobiography","autobiography","autobiographically","1771","1","noun"
"half boot","half boot","boot","1771","1","noun"
"breadwinner","breadwinner","breadwinner","1771","1","noun"
"Attic[2]","Attic","Attic","1771","3","noun"
"bothy","bothy","bothy","1771","1","noun"
"aphis","aphis","aphides","1771","1","noun"
"banshee","banshee","banshee","1771","1","noun"
"amenorrhea","amenorrhea","amenorrhea","1771","3","noun"
"ankylose","ankylose","ankylose","1771","1","verb"
"cantankerous","cantankerous","cantankerously","1772","1","adjective"
"cantankerous","cantankerous","cantankerous","1772","1","adjective"
"cantankerous","cantankerous","cantankerousness","1772","1","adjective"
"bam","bam","bam","1772","1","noun"
"barbette","barbette","barbette","1772","1","noun"
"altar boy","altar boy","boy","1772","1","noun"
"alula","alula","alula","1772","1","noun"
"arctic fox","arctic fox","arctic","1772","1","noun"
"altar boy","altar boy","altar","1772","1","noun"
"bonspiel","bonspiel","bonspiel","1772","3","noun"
"bastard wing","bastard wing","Bastard","1772","1","noun"
"barrel organ","barrel organ","barrel","1772","1","noun"
"beluga","beluga","beluga","1772","1","noun"
"brecciate","brecciate","brecciated","1772","1","verb"
"brecciate","brecciate","brecciation","1772","1","verb"
"angle of depression","angle of depression","angle","1773","1",""
"buirdly","buirdly","buirdly","1773","1","adjective"
"bedded","bedded","bedded","1773","1","adjective"
"aural","aural","aural","1773","1","adjective"
"aftermost","aftermost","aftermost","1773","1","adjective"
"aural","aural","aurally","1773","1","adjective"
"batting","batting","batting","1773","1","noun"
"bee tree","bee tree","Bee","1773","1","noun"
"Canada balsam","Canada balsam","balsam","1773","1","noun"
"prisoner's base","prisoner's base","bases","1773","3","noun"
"batter[6]","batter","batter","1773","1","noun"
"Canada balsam","Canada balsam","Canada","1773","1","noun"
"boiling point","boiling point","boiling","1773","1","noun"
"bonus","bonus","bonus","1773","1","noun"
"full-blooded","full-blooded","blooded","1774","1","adjective"
"bewigged","bewigged","bewigged","1774","1","adjective"
"apple butter","apple butter","butter","1774","3","noun"
"bile duct","bile duct","bile","1774","1","noun"
"breccia","breccia","breccia","1774","1","noun"
"apple butter","apple butter","apple","1774","3","noun"
"agglomeration","agglomeration","agglomeration","1774","1","noun"
"argali","argali","argali","1774","3","noun"
"capybara","capybara","capybara","1774","1","noun"
"agglomeration","agglomeration","agglomerative","1774","1","noun"
"campus","campus","campus","1774","1","noun"
"bandage[2]","bandage","bandage","1774","1","verb"
"ballistic","ballistic","ballistic","1775","3","adjective"
"accommodating","accommodating","accommodatingly","1775","1","adjective"
"apterous","apterous","apterous","1775","1","adjective"
"single-breasted","single-breasted","breasted","1775","1","adjective"
"bilateral","bilateral","bilateral","1775","1","adjective"
"bilateral","bilateral","bilateralism","1775","1","adjective"
"athwartship","athwartship","athwartship","1775","1","adjective"
"ballistic","ballistic","ballistically","1775","3","adjective"
"accommodating","accommodating","accommodating","1775","1","adjective"
"bilateral","bilateral","bilaterally","1775","1","adjective"
"anywheres","anywheres","anywheres","1775","1","adverb"
"blind[4]","blind","blind","1775","3","adverb"
"bollard","bollard","bollard","1775","3","noun"
"calf's-foot jelly","calf's-foot jelly","calf","1775","1","noun"
"bibliographer","bibliographer","bibliographer","1775","1","noun"
"bibliopole","bibliopole","bibliopole","1775","1","noun"
"adjutancy","adjutancy","adjutancy","1775","1","noun"
"botanical garden","botanical garden","botanical","1775","1","noun"
"bibliopole","bibliopole","bibliopolist","1775","1","noun"
"caoutchouc","caoutchouc","caoutchouc","1775","1","noun"
"buckshot[1]","buckshot","buckshot","1775","1","noun"
"burro","burro","burro","1775","1","noun"
"armhole","armhole","armhole","1775","3","noun"
"amour propre","amour propre","amour","1775","1","noun"
"button snakeroot","button snakeroot","button","1775","1","noun"
"adjudicate","adjudicate","adjudicative","1775","1","verb"
"adjudicate","adjudicate","adjudicator","1775","1","verb"
"ante[2]","ante","antes","1775","1","verb"
"ante[2]","ante","ante","1775","1","verb"
"adjudicate","adjudicate","adjudicate","1775","1","verb"
"adjudicate","adjudicate","adjudication","1775","1","verb"
"bovine[1]","bovine","bovine","1776","1","adjective"
"agricultural","agricultural","agricultural","1776","1","adjective"
"bovine[1]","bovine","bovinely","1776","1","adjective"
"bovine[1]","bovine","bovinity","1776","1","adjective"
"agricultural","agricultural","agriculturally","1776","1","adjective"
"babu","babu","babu","1776","1","noun"
"babu","babu","baboo","1776","1","noun"
"applicant","applicant","applicant","1776","1","noun"
"butter-and-eggs","butter-and-eggs","butter","1776","1","noun plural but singular or plural in construction"
"alongside[2]","alongside","alongside","1776","1","preposition"
"alliterate","alliterate","alliterate","1776","1","verb"
"aide","aide","Aides","1777","1","noun"
"amateur","amateur","amateurish","1777","1","noun"
"amateur","amateur","amateur","1777","1","noun"
"amateur","amateur","amateurishness","1777","1","noun"
"blackball[2]","blackball","blackball","1777","1","noun"
"amateur","amateur","amateurishly","1777","1","noun"
"cam[1]","cam","cam","1777","1","noun"
"albino","albino","albino","1777","1","noun"
"buttercup","buttercup","buttercup","1777","1","noun"
"amateur","amateur","amateurism","1777","1","noun"
"aide","aide","aide","1777","1","noun"
"backslap","backslap","backslapping","1777","1","verb"
"backslap","backslap","backslapper","1777","1","verb"
"backslap","backslap","backslap","1777","1","verb"
"alveolar","alveolar","alveolar","1778","1","adjective"
"acetous","acetous","acetous","1778","1","adjective"
"breaking and entering","breaking and entering","breaking","1778","1","noun"
"aphonia","aphonia","aphonic","1778","1","noun"
"John Bull","John Bull","bullishness","1778","1","noun"
"asphyxia","asphyxia","asphyxia","1778","1","noun"
"John Bull","John Bull","bullish","1778","1","noun"
"vermiform appendix","vermiform appendix","appendix","1778","1","noun"
"aphonia","aphonia","aphonia","1778","1","noun"
"John Bull","John Bull","bullism","1778","1","noun"
"capsize","capsize","capsize","1778","1","verb"
"amoral","amoral","amorality","1779","1","adjective"
"amoral","amoral","amoralism","1779","1","adjective"
"amoral","amoral","amoral","1779","1","adjective"
"ayah","ayah","ayah","1779","1","noun"
"barcarole","barcarole","barcarole","1779","3","noun"
"bonhomie","bonhomie","bonhomie","1779","1","noun"
"burden of proof","burden of proof","burden","1780","1",""
"board of trade","board of trade","board","1780","1",""
"apple-pie","apple-pie","apple","1780","1","adjective"
"aberrant[1]","aberrant","aberrancy","1780","3","adjective"
"aberrant[1]","aberrant","aberrance","1780","3","adjective"
"aberrant[1]","aberrant","aberrant","1780","3","adjective"
"Aleut","Aleut","Aleut","1780","1","noun"
"babul","babul","babul","1780","1","noun"
"Basilian","Basilian","Basilian","1780","1","noun"
"balalaika","balalaika","balalaika","1780","1","noun"
"bathroom","bathroom","bathroom","1780","1","noun"
"berry[2]","berry","berried","1780","3","verb"
"berry[2]","berry","berry","1780","3","verb"
"black-capped","black-capped","capped","1781","1","adjective"
"aye-aye","aye-aye","aye","1781","3","noun"
"cabbage butterfly","cabbage butterfly","cabbage","1781","1","noun"
"Americanism","Americanism","Americanism","1781","1","noun"
"announcement","announcement","announcement","1781","1","noun"
"capitalist[1]","capitalist","capitalist","1781","1","noun"
"boudoir","boudoir","boudoir","1781","1","noun"
"cabbage butterfly","cabbage butterfly","butterfly","1781","1","noun"
"bayonet[2]","bayonet","bayonet","1781","1","verb"
"brigade[2]","brigade","brigade","1781","1","verb"
"hang about","hang about","about","1781","1","verb"
"bayonet[2]","bayonet","bayoneted","1781","1","verb"
"bantam[2]","bantam","Bantam","1782","1","adjective"
"Antaean","Antaean","Antaean","1782","1","adjective"
"agnate[2]","agnate","agnate","1782","1","adjective"
"benignant","benignant","benignantly","1782","3","adjective"
"agnate[2]","agnate","agnatic","1782","1","adjective"
"benignant","benignant","benignant","1782","3","adjective"
"browallia","browallia","Browallia","1782","1","noun"
"belonging","belonging","belonging","1782","1","noun"
"canvasback","canvasback","canvasback","1782","1","noun"
"aquatint","aquatint","aquatinter","1782","1","noun"
"aquatint","aquatint","aquatint","1782","1","noun"
"brake[5]","brake","brakeless","1782","3","noun"
"billfish","billfish","billfish","1782","1","noun"
"brake[5]","brake","brake","1782","3","noun"
"brake[5]","brake","break","1782","3","noun"
"broomcorn","broomcorn","broomcorn","1782","3","noun"
"brown-tail moth","brown-tail moth","browntail","1782","1","noun"
"cardia","cardia","cardia","1782","1","noun"
"as per","as per","asper","1782","1","preposition"
"airt[2]","airt","airt","1782","3","verb"
"ament","ament","amentiferous","1783","1","noun"
"bladder campion","bladder campion","campion","1783","1","noun"
"burweed","burweed","burweed","1783","3","noun"
"ament","ament","ament","1783","1","noun"
"broad bean","broad bean","bean","1783","1","noun"
"bladder campion","bladder campion","bladder","1783","1","noun"
"balloon[1]","balloon","balloon","1783","1","noun"
"indigo bunting","indigo bunting","bunting","1783","1","noun"
"blackpoll","blackpoll","blackpoll","1783","1","noun"
"broad bean","broad bean","broad","1783","1","noun"
"cannabis","cannabis","Cannabis","1783","1","noun"
"blue-eyed grass","blue-eyed grass","bluegrass","1783","1","noun"
"griddle cake","griddle cake","cake","1783","1","noun"
"buckram[3]","buckram","buckram","1783","1","verb"
"backwoods[2]","backwoods","backwoods","1784","1","adjective"
"hard-bitten","hard-bitten","bitten","1784","1","adjective"
"tea caddy","tea caddy","caddy","1784","1","noun"
"buffalo grass","buffalo grass","buffalo","1784","1","noun"
"aeronaut","aeronaut","aeronaut","1784","1","noun"
"cadenza","cadenza","cadenza","1784","1","noun"
"apologia","apologia","apologia","1784","1","noun"
"rotten borough","rotten borough","borough","1784","1","noun"
"animal magnetism","animal magnetism","animal","1784","1","noun"
"bellwort","bellwort","bellwort","1784","1","noun"
"ballooning","ballooning","ballooning","1784","1","noun"
"andante[2]","andante","andante","1784","1","noun"
"aerostat","aerostat","aerostat","1784","1","noun"
"balloonist","balloonist","balloonist","1784","1","noun"
"blarney","blarney","blarney","1784","1","noun"
"corresponding angles","corresponding angles","Angles","1784","1","noun plural"
"aerostatics","aerostatics","aerostatics","1784","1","noun plural but singular or plural in construction"
"accrete","accrete","accrete","1784","1","verb"
"attitudinize","attitudinize","attitudinize","1784","1","verb"
"boring","boring","boring","1785","1","adjective"
"adolescent[2]","adolescent","adolescently","1785","1","adjective"
"berried","berried","berried","1785","1","adjective"
"boring","boring","boringly","1785","1","adjective"
"airsick","airsick","airsickness","1785","1","adjective"
"airsick","airsick","airsick","1785","1","adjective"
"adolescent[2]","adolescent","adolescent","1785","1","adjective"
"boring","boring","boringness","1785","1","adjective"
"agley","agley","agley","1785","1","adverb"
"apparent magnitude","apparent magnitude","apparent","1785","1","noun"
"bubble and squeak","bubble and squeak","bubble","1785","3","noun"
"bushman","bushman","Bushman","1785","1","noun"
"shower bath","shower bath","Bath","1785","1","noun"
"donkey","donkey","boiler","1785","3","noun"
"angelica tree","angelica tree","Angelica","1785","1","noun"
"chinch bug","chinch bug","bug","1785","1","noun"
"burning bush","burning bush","burning","1785","1","noun"
"American elm","American elm","American","1785","1","noun"
"atman","atman","atman","1785","1","noun"
"trailing arbutus","trailing arbutus","arbutus","1785","1","noun"
"bignonia","bignonia","Bignonia","1785","1","noun"
"sweet birch","sweet birch","birch","1785","1","noun"
"architectural","architectural","architectural","1786","1","adjective"
"balloon[2]","balloon","balloon","1786","3","adjective"
"architectural","architectural","architecturally","1786","1","adjective"
"bustle[3]","bustle","bustle","1786","1","noun"
"arabesque[2]","arabesque","arabesque","1786","1","noun"
"afreet","afreet","afreet","1786","1","noun"
"balsam poplar","balsam poplar","balsam","1786","1","noun"
"water biscuit","water biscuit","biscuit","1786","1","noun"
"bill of attainder","bill of attainder","attainder","1787","1",""
"bill of attainder","bill of attainder","Bill","1787","1",""
"banded","banded","banded","1787","1","adjective"
"anti-federalist","anti-federalist","antifederalist","1787","1","noun"
"yellow birch","yellow birch","birch","1787","1","noun"
"bolero","bolero","bolero","1787","1","noun"
"suspended animation","suspended animation","animation","1787","1","noun"
"anti-federalist","anti-federalist","Anti","1787","1","noun"
"blastie","blastie","blastie","1787","1","noun"
"brash[2]","brash","brash","1787","1","noun"
"caddis fly","caddis fly","caddis","1787","1","noun"
"ivorybill","ivorybill","billed","1787","1","noun"
"bangle","bangle","bangle","1787","1","noun"
"Anglomania","Anglomania","Anglomania","1787","1","noun"
"carbonic","carbonic","carbonic","1788","1","adjective"
"bountied","bountied","bountied","1788","1","adjective"
"acetate","acetate","acetate","1788","1","noun"
"borate","borate","borate","1788","1","noun"
"banksia","banksia","Banksia","1788","1","noun"
"bid[2]","bid","bid","1788","1","noun"
"applecart","applecart","applecart","1788","1","noun"
"anti[1]","anti","Anti","1788","1","noun"
"Araucanian","Araucanian","Araucan","1788","1","noun"
"bullfight","bullfight","bullfight","1788","1","noun"
"acetic acid","acetic acid","acetic","1788","1","noun"
"analogist","analogist","analogist","1788","1","noun"
"Araucanian","Araucanian","Araucanian","1788","1","noun"
"fly agaric","fly agaric","agaric","1788","1","noun"
"bother[2]","bother","bother","1788","1","noun"
"carbonic acid","carbonic acid","carbonic","1788","1","noun"
"bullfight","bullfight","bullfighter","1788","1","noun"
"benzoate","benzoate","benzoate","1788","1","noun"
"alleyway","alleyway","alleyway","1788","1","noun"
"star of Bethlehem","star of Bethlehem","Bethlehem","1789","1",""
"asthenic","asthenic","asthenic","1789","1","adjective"
"arachnoid[1]","arachnoid","arachnoid","1789","1","adjective"
"betwixt and between","betwixt and between","between","1789","1","adverb or adjective"
"betwixt and between","betwixt and between","betwixt","1789","1","adverb or adjective"
"agapanthus","agapanthus","Agapanthus","1789","3","noun"
"ammonia","ammonia","ammonia","1789","1","noun"
"bog[3]","bog","bog","1789","3","noun"
"puff adder","puff adder","adder","1789","1","noun"
"aspic[2]","aspic","aspic","1789","1","noun"
"bob[6]","bob","Bob","1789","1","noun"
"white birch","white birch","birch","1789","1","noun"
"calendula","calendula","Calendula","1789","1","noun"
"bakeshop","bakeshop","bakeshop","1789","1","noun"
"carbon","carbon","carbon","1789","1","noun"
"aristocrat","aristocrat","aristocrat","1789","1","noun"
"district attorney","district attorney","attorney","1789","1","noun"
"aerate","aerate","aerate","1789","1","verb"
"aerate","aerate","aeration","1789","1","verb"
"careworn","careworn","careworn","1790","1","adjective"
"alcoholic[1]","alcoholic","alcoholic","1790","1","adjective"
"alcoholic[1]","alcoholic","alcoholically","1790","1","adjective"
"Blackfoot","Blackfoot","Blackfeet","1790","1","noun"
"bilk[2]","bilk","bilk","1790","1","noun"
"calorimeter","calorimeter","calorimetrically","1790","1","noun"
"bluestocking","bluestocking","bluestocking","1790","1","noun"
"ball cock","ball cock","ball","1790","1","noun"
"calorimeter","calorimeter","calorimetric","1790","1","noun"
"assignat","assignat","assignat","1790","1","noun"
"alumina","alumina","alumina","1790","3","noun"
"alignment","alignment","alignment","1790","1","noun"
"Blackfoot","Blackfoot","Blackfoot","1790","1","noun"
"boss[6]","boss","boss","1790","1","noun"
"calorimeter","calorimeter","calorimetry","1790","1","noun"
"bevel gear","bevel gear","bevel","1790","3","noun"
"calorimeter","calorimeter","calorimeter","1790","1","noun"
"bunt[4]","bunt","bunt","1790","3","noun"
"bullyrag","bullyrag","bullyragging","1790","3","verb"
"bullyrag","bullyrag","bullyrag","1790","3","verb"
"call to arms","call to arms","arms","1791","1",""
"wide-awake","wide-awake","awake","1791","1","adjective"
"blubbery","blubbery","blubbery","1791","1","adjective"
"businesslike","businesslike","businesslike","1791","1","adjective"
"antidemocratic","antidemocratic","antidemocratic","1791","1","adjective"
"self-abandoned","self-abandoned","abandoned","1791","1","adjective"
"carbonaceous","carbonaceous","carbonaceous","1791","1","adjective"
"buddleia","buddleia","Buddleia","1791","1","noun"
"benzoic acid","benzoic acid","benzoic","1791","1","noun"
"bookplate","bookplate","bookplate","1791","1","noun"
"Barbary ape","Barbary ape","Barbary","1791","1","noun"
"grizzly bear","grizzly bear","Cactus","1791","1","noun"
"Barbary ape","Barbary ape","ape","1791","1","noun"
"bluff[3]","bluff","bluffer","1791","1","verb"
"bluff[3]","bluff","bluff","1791","1","verb"
"arresting","arresting","arresting","1792","1","adjective"
"alliaceous","alliaceous","alliaceous","1792","1","adjective"
"arresting","arresting","arrestingly","1792","1","adjective"
"broken-down","broken-down","broken","1792","1","adjective"
"atonic","atonic","atonic","1792","1","adjective"
"caloric[1]","caloric","caloric","1792","1","noun"
"calaboose","calaboose","calaboose","1792","1","noun"
"caddy","caddy","Caddie","1792","1","noun"
"caddy","caddy","caddy","1792","1","noun"
"body blow","body blow","body","1792","1","noun"
"archiepiscopate","archiepiscopate","archiepiscopate","1792","1","noun"
"acclimate","acclimate","acclimate","1792","1","verb"
"after[5]","after","after","1792","1","verbal auxiliary"
"absent without leave","absent without leave","absent","1793","1","adjective"
"warm-blooded","warm-blooded","blooded","1793","1","adjective"
"backing","backing","backing","1793","1","noun"
"breadstuff","breadstuff","breadstuff","1793","1","noun"
"breechcloth","breechcloth","breechclout","1793","1","noun"
"anonym","anonym","anonym","1793","1","noun"
"buoyance","buoyance","buoyance","1793","1","noun"
"bindery","bindery","bindery","1793","1","noun"
"anklet","anklet","anklet","1793","1","noun"
"buoyance","buoyance","buoyancy","1793","1","noun"
"breechcloth","breechcloth","breechcloth","1793","1","noun"
"get about","get about","about","1793","1","verb"
"canal[2]","canal","canalling","1793","1","verb"
"canal[2]","canal","canal","1793","1","verb"
"bilabiate","bilabiate","bilabiate","1794","1","adjective"
"aplanatic","aplanatic","aplanatic","1794","1","adjective"
"acicular","acicular","acicular","1794","1","adjective"
"China aster","China aster","aster","1794","1","noun"
"arborization","arborization","arborization","1794","1","noun"
"annulation","annulation","annulation","1794","1","noun"
"carbonate[1]","carbonate","carbonate","1794","1","noun"
"Assiniboin","Assiniboin","Assiniboin","1794","1","noun"
"winter aconite","winter aconite","aconite","1794","1","noun"
"bourgeoise","bourgeoise","bourgeoise","1794","1","noun"
"breakup","breakup","breakup","1794","1","noun"
"aerometer","aerometer","aerometer","1794","1","noun"
"aril","aril","arillate","1794","1","noun"
"callboy","callboy","callboy","1794","1","noun"
"accountability","accountability","accountability","1794","1","noun"
"battleship","battleship","battleship","1794","1","noun"
"ackee","ackee","akee","1794","1","noun"
"cairngorm","cairngorm","cairngorm","1794","1","noun"
"actinolite","actinolite","actinolite","1794","1","noun"
"axil","axil","axil","1794","1","noun"
"bearing rein","bearing rein","bearing","1794","1","noun"
"aril","aril","aril","1794","1","noun"
"brad[2]","brad","Brad","1794","1","verb"
"canoe[2]","canoe","canoe","1794","1","verb"
"badger[2]","badger","badger","1794","1","verb"
"canoe[2]","canoe","canoeing","1794","1","verb"
"canoe[2]","canoe","canoeist","1794","1","verb"
"adzuki bean","adzuki bean","bean","1795","1","noun"
"camisole","camisole","camisole","1795","1","noun"
"blare[2]","blare","blare","1795","1","noun"
"baronetcy","baronetcy","baronetcy","1795","1","noun"
"bottle green","bottle green","bottle","1795","1","noun"
"cabbage rose","cabbage rose","cabbage","1795","1","noun"
"argillite","argillite","argillite","1795","1","noun"
"atrip","atrip","atrip","1796","1","adjective"
"self-absorbed","self-absorbed","absorbed","1796","1","adjective"
"allover[1]","allover","allover","1796","1","adjective"
"alveolate","alveolate","alveolate","1796","3","adjective"
"canny[2]","canny","canny","1796","3","adverb"
"cannibalism","cannibalism","cannibalistic","1796","1","noun"
"accouchement","accouchement","accouchement","1796","1","noun"
"cannibalism","cannibalism","cannibalism","1796","1","noun"
"aroma","aroma","aroma","1796","1","noun"
"brussels sprout","brussels sprout","Brussels","1796","1","noun"
"cacophonous","cacophonous","cacophonously","1797","1","adjective"
"acting[2]","acting","acting","1797","1","adjective"
"axiomatic","axiomatic","axiomatically","1797","1","adjective"
"amygdaloidal","amygdaloidal","amygdaloidal","1797","1","adjective"
"cacophonous","cacophonous","cacophonous","1797","1","adjective"
"adjectival","adjectival","adjectivally","1797","1","adjective"
"adjectival","adjectival","adjectival","1797","1","adjective"
"antisocial","antisocial","antisocial","1797","1","adjective"
"assorted","assorted","assorted","1797","3","adjective"
"amygdaloidal","amygdaloidal","amygdaloid","1797","1","adjective"
"axiomatic","axiomatic","axiomatic","1797","1","adjective"
"anosmia","anosmia","anosmic","1797","1","noun"
"barroom","barroom","barroom","1797","1","noun"
"canonicity","canonicity","canonicity","1797","1","noun"
"botheration","botheration","botheration","1797","1","noun"
"red-winged blackbird","red-winged blackbird","blackbird","1797","1","noun"
"alameda","alameda","alameda","1797","1","noun"
"cache[1]","cache","cache","1797","1","noun"
"Norman architecture","Norman architecture","architecture","1797","1","noun"
"ship biscuit","ship biscuit","biscuit","1797","1","noun"
"anosmia","anosmia","anosmia","1797","1","noun"
"carbonic acid gas","carbonic acid gas","carbonic","1797","1","noun"
"afterdeck","afterdeck","afterdeck","1797","1","noun"
"Alemannic","Alemannic","Alemannic","1797","3","noun"
"acidify","acidify","acidification","1797","1","verb"
"belittle","belittle","belittler","1797","1","verb"
"belittle","belittle","belittle","1797","1","verb"
"braise[1]","braise","braise","1797","1","verb"
"acidify","acidify","acidify","1797","1","verb"
"belittle","belittle","belittlement","1797","1","verb"
"Americanize","Americanize","Americanize","1797","1","verb"
"aesthetic[1]","aesthetic","aesthetically","1798","1","adjective"
"aesthetic[1]","aesthetic","aesthetical","1798","1","adjective"
"aesthetic[1]","aesthetic","aesthetic","1798","1","adjective"
"carvel-built","carvel-built","built","1798","1","adjective"
"adularia","adularia","adularia","1798","1","noun"
"red admiral","red admiral","admiral","1798","1","noun"
"attar","attar","attar","1798","1","noun"
"moss agate","moss agate","agate","1798","1","noun"
"bootjack","bootjack","bootjack","1798","1","noun"
"burr[2]","burr","burrer","1798","1","verb"
"burr[2]","burr","burring","1798","1","verb"
"auction[2]","auction","auction","1798","3","verb"
"burr[2]","burr","burr","1798","1","verb"
"burr[2]","burr","burred","1798","1","verb"
"calciferous","calciferous","Calciferous","1799","1","adjective"
"carboniferous","carboniferous","Carboniferous","1799","1","adjective"
"athenaeum","athenaeum","athenaeum","1799","1","noun"
"bugler","bugler","bugler","1799","1","noun"
"duck-billed platypus","duck-billed platypus","billed","1799","1","noun"
"Arabic numeral","Arabic numeral","Arabic","1799","1","noun"
"alumroot","alumroot","alumroot","1799","1","noun"
"bootee","bootee","booty","1799","1","noun"
"capote","capote","capote","1799","1","noun"
"Canada thistle","Canada thistle","Canada","1799","1","noun"
"bootee","bootee","bootee","1799","1","noun"
"Brussels carpet","Brussels carpet","Brussels","1799","1","noun"
"backhanded","backhanded","backhanded","1800","1","adjective"
"autonomous","autonomous","autonomously","1800","1","adjective"
"autonomous","autonomous","autonomous","1800","1","adjective"
"adaptable","adaptable","adaptable","1800","1","adjective"
"callipygian","callipygian","callipygian","1800","3","adjective"
"callipygian","callipygian","callipygous","1800","3","adjective"
"backhanded","backhanded","backhand","1800","1","adjective"
"aspirant[2]","aspirant","aspirant","1800","1","adjective"
"backhanded","backhanded","backhandedly","1800","1","adjective"
"adaptable","adaptable","adaptability","1800","1","adjective"
"amazonstone","amazonstone","amazonite","1800","1","noun"
